0,-0.89941776,-0.84284043,0.0120144915,0.024043519,-1.8163402,-1.5814213,-0.55649,-0.39659864,0.88693535,1.5408459,0.39860308,0.6951067,-0.13987517,0.4142091,0.01322336,-0.13878085,-0.5140681,-0.8178759,-0.5080999,1.8388252,0.27266154,1.6505306,0.16435634,-1.1616243,2.9564342,0.6569997,0.21915662,1.6697551,-0.6601514,0.23295727,1.0116317,0.78392756,0.89092064,-0.945396,0.43880767,-1.0895362,-0.69090664,-0.94933206,-0.53584313,1.6830729,-0.691508,-0.7258784,0.73238504,-0.41777295,0.55587715,0.9568372,-0.14172293,-1.5557932,1.0452147,-1.0027454,-1.4111333,-1.1006547,-0.49382573,-1.2210927,0.99726576,0.30125648,0.7154606,0.21018203,0.313244,-0.13602372,-1.2097203,0.4842612,-1.136793,0.90511024
1,-1.5311084,1.3294011,0.09729369,-1.533935,-0.16535814,-0.35353398,-1.0188106,-1.5398862,-0.6218406,-0.09923346,-1.3895725,-0.1537059,-0.8356273,1.5979148,-0.11779727,1.0527699,0.47410268,-0.5342878,-0.60966486,0.46296942,0.40537998,-0.3212277,-0.59245056,-2.352231,0.32092276,-0.9594608,-0.27526253,1.6686847,0.15177837,0.5997176,-0.7398182,-0.18642169,-0.08661184,-1.3841778,0.32899255,-0.4482176,-0.99788713,-0.16011,-1.5637554,1.4681774,-0.72920257,-0.61457705,0.73863834,0.043176927,0.73589677,0.8448314,-2.2583694,0.0964494,-0.7420296,-1.8541929,0.44083098,0.34690928,-0.3757568,0.57321006,-0.38684404,-0.14646144,-0.123196095,-0.3467875,0.052094296,0.80716443,0.46729168,0.6560705,-0.041231208,-0.35991427
2,0.18023296,-0.7709797,-1.4960089,-1.6715565,-0.48878658,-0.27504772,2.9345837,1.4897901,-0.5975927,0.3301615,-0.89647233,-0.49462506,-0.06311328,-1.0631813,1.6660903,0.8622207,-0.913231,0.80633765,0.07409011,0.16678973,1.4439672,-0.31051207,-0.5665658,1.4494915,2.0889544,-1.9901485,1.2213746,-0.5914811,-0.87906045,-2.1200278,1.1754332,1.2130244,0.5280363,1.8249791,0.24257813,-0.6744423,1.007732,1.3926626,-0.7412446,-1.2736616,-1.3797023,1.6417342,-1.0091847,0.40075845,0.8049927,-0.905042,-0.25706932,-2.1719053,-0.8596107,1.2808701,0.77935016,2.3583357,-0.716382,0.53823906,-0.11196535,0.4962347,1.1624838,-0.3006293,-2.3433862,-1.530525,1.4727039,-0.97236985,-0.8412519,-2.15995
3,0.54124784,0.14864123,1.588559,0.90783167,-0.88974196,-1.1086911,-1.0436074,-2.150916,0.32178694,-0.6767997,0.25117412,0.1305975,-0.17072803,0.96509886,-0.32629642,-0.6243133,-0.07876344,-1.3765508,1.961261,0.08948459,-0.11062286,0.33088407,-1.6591783,-0.535067,0.00063600286,-0.17265977,0.31118715,0.49679154,-0.06649461,0.8659467,-0.12987548,-1.4920355,-1.2675617,0.022375185,0.62960905,-0.030600281,0.5332742,0.89534974,0.039946828,0.41829455,-0.5325642,0.27151567,-0.08731412,-1.1663107,-0.90109503,-0.32430124,-1.3516811,-0.7598341,0.9700353,1.2561866,1.428637,-1.1284583,-0.84622544,-0.14524586,1.8986814,1.5941926,0.6303231,0.46291688,-0.46636602,1.5802677,-0.8035375,0.12706032,-1.320136,-0.70505595
4,0.106725305,0.33068004,1.3931577,-0.76147133,-0.3313749,1.0127324,0.6460743,0.19790612,0.88092774,-0.5611681,0.076862365,0.90708375,-0.69181436,1.8936163,-1.3168314,0.20345864,1.1061422,0.5045808,-0.98042625,0.32625237,0.82567257,-1.563745,0.67502177,1.4309226,1.1224006,1.8769947,0.18768436,0.042470697,0.28088155,-1.4597944,0.57712597,0.6390138,0.43078178,-0.80002385,0.06969841,-1.160474,0.9285018,-0.4800881,-0.88725245,-3.0455465,-0.6273758,-0.5122628,0.3415134,-2.3744783,0.13532093,-0.031613186,0.31524938,-0.76486576,0.3322896,-1.0361032,1.0856727,0.93460363,-1.0253036,-0.40090802,0.42387745,-2.1167948,0.9162042,-0.24680229,-2.3201523,1.2345757,1.1996925,-0.27990222,0.18943635,-0.9544332
5,-0.3607017,0.7384421,-0.85188293,-0.21455182,-1.2839441,0.40420967,-1.4231979,0.31337526,-1.2534696,0.10296694,0.1083791,0.30171457,-0.65067273,-0.09937931,-0.72730124,-0.36324692,0.99154985,-0.52015966,-0.78755474,0.26209503,0.26275954,-1.1092712,-0.4008865,0.22289619,0.061662734,-2.0166986,-1.4366086,0.880322,0.4441197,-0.04194266,-1.362535,0.84994173,-1.1548233,-1.663235,1.5814219,0.3060103,1.0820863,0.26681155,0.47450513,0.44089246,-2.3454053,-0.6459389,1.354704,-0.7293833,-1.0041174,-0.17219317,0.9493153,-0.68697757,-1.5779834,-1.0257518,2.3697827,-0.47940168,-1.4298726,-0.24383748,-0.49289376,0.41332194,0.6582273,-0.89261764,-0.53224856,-0.09720601,0.4389815,0.25704646,0.99289346,-0.10259686
6,1.0730433,0.24212632,-1.028008,0.2735685,0.48067114,1.104534,-0.81085116,-0.17104569,0.36862633,0.58403784,-0.7326793,-0.5218135,1.2500428,1.1429119,-1.0724211,0.5765585,-1.285481,-1.4067705,-0.57791466,-0.09500849,0.11736632,1.4690517,-0.8000735,0.4274206,-0.30337673,-1.1891685,1.8545442,-0.77220964,-0.22949012,-1.6409875,-0.52998936,2.4691045,-0.8734606,-1.4925133,-2.2488093,-0.33546394,0.59742457,-0.41686103,0.36998722,-0.42127082,-0.09929269,-0.8721789,-0.22624822,1.2777349,-0.34482384,-1.3335569,2.3086715,1.3024355,1.0662059,-0.24635796,1.1315691,0.900169,0.79262644,0.94240725,0.9092071,-0.536068,1.2329055,-0.68493086,0.6736801,0.1818022,-0.39659253,0.35571694,-1.2240068,-0.41605416
7,-1.5102954,0.2748409,1.2358938,-0.6848641,0.43605882,-0.67761,0.28223777,1.369468,0.21261667,-1.1212119,2.557858,2.1940877,-0.56092787,-0.27124867,-1.1613091,1.6123914,0.28923357,-0.2084972,-1.2957164,-0.2615746,0.35095784,0.0019871322,-0.3625664,-0.98750514,-0.78420764,-0.2861143,0.097967744,1.660686,-2.1734407,0.85048753,1.9436147,-0.3223377,2.3082488,0.47405654,-0.15877989,-0.97444516,-0.5566815,2.0018048,-0.48962817,-0.4606783,-0.34983814,0.5007632,-0.83746564,-1.3748146,-2.073332,1.1278335,-0.40231696,0.47178414,1.0953048,0.8396569,-1.7103447,0.77085507,0.119506784,0.44195232,-0.9776831,0.5167311,3.0255387,-0.5189587,-0.009643385,-0.7530845,0.70590186,-0.1812491,1.2251985,0.9016547
8,-0.5125593,-0.94354653,-1.2511333,-0.13674772,0.18874615,-0.2781545,-0.94526297,-1.2240639,-1.3082465,-0.89801127,-2.1547868,-0.5687431,0.89872074,-0.017146518,-0.86119753,0.9079404,0.31362715,0.5736898,-2.2981358,0.13729055,1.3640138,-1.9112412,0.20603155,0.94241774,0.7784959,1.8328153,0.4517291,1.1051979,0.16045873,-2.2366471,-0.32218692,1.2609982,-0.48801002,0.053659335,-0.5515419,-0.23992962,0.06575246,2.559849,-0.46551722,-0.7592093,-0.338714,1.343705,-0.0377967,0.91026926,1.302237,0.194749,-0.26829475,-1.4685609,-0.82893294,-2.2627923,0.5223275,-0.699355,-0.37283418,-1.352479,-0.7974415,0.72906524,0.83645916,0.55653924,0.8629979,-1.846891,-0.788399,-0.44694257,0.5284788,-0.8517508
9,-0.87511027,-1.647894,0.0036484122,1.5832487,0.5747711,0.0479618,0.46008578,-0.4344887,0.6221568,-1.599443,1.3839892,-2.113976,-0.81250095,0.21237968,-1.907708,-1.1534203,0.596722,2.1947021,1.2089577,-1.3781261,0.7030955,1.0947604,1.0241278,0.6641006,0.36846986,0.286932,1.4586349,0.5046832,-0.9744095,0.45444244,1.7221231,1.6071624,0.21309417,-0.5361829,0.9198854,-0.023995265,1.5523353,1.2379538,-1.4095086,1.20576,0.5986722,0.37315527,-0.2783035,0.024782464,0.11235981,-0.31784546,-1.372577,1.4700893,-1.067828,1.0001407,0.5377147,0.10760867,-0.30070195,-0.6309073,0.07041602,-1.6446245,-0.22799836,0.39964953,1.5105925,1.1093053,0.26323122,0.30863476,1.5390306,-0.6270239
10,-1.3829737,-0.9147959,1.0564643,0.59268874,-0.81866926,1.7946852,-0.689275,0.98162735,0.22504196,-1.0950829,0.4055936,-0.46521333,1.0989963,0.1473958,-1.029053,-0.67453563,0.55014235,0.19282456,-1.9092228,0.20775548,0.5481192,-2.135175,0.43408436,-0.7038606,0.08813739,-0.06468241,0.85419464,-2.1198466,0.4121971,0.5148123,-0.38861498,0.8291045,1.0908847,0.24751784,0.1619754,-0.059726704,0.19805261,0.11418886,1.9045761,0.5767718,0.5769493,-1.3034314,-0.7528198,-0.31511334,2.1431453,1.6014856,-0.6946549,1.1969261,0.22787365,-0.18178041,0.30885863,0.6380333,-0.43874377,-0.13836297,1.1825079,0.34768626,-0.6347764,-1.9530804,-2.0160997,0.37198368,-2.1742582,0.20931159,-1.0154485,-2.0102518
11,0.07376565,1.488872,0.14638416,-0.25260994,-1.9044886,1.9461571,-0.20394361,-1.5309702,-0.2673011,1.444004,-0.004482276,-0.57833135,0.5404699,0.8929526,-0.29626566,0.4449131,0.43258148,0.9137948,0.82510924,0.9723747,-0.10733449,0.45113724,-0.6452453,2.5520148,-0.2895594,-0.38148835,1.4815087,-0.4969206,0.61830187,0.66163146,0.5014541,0.9707198,1.2320441,0.918488,-1.6716099,0.1548731,0.10673741,-0.6529243,0.1920001,0.21283494,-0.5889241,-0.12965856,0.6504081,1.3163251,0.10923055,-0.795142,-0.5142992,0.7867101,-0.39200553,-0.47138885,-0.43627033,-0.11209366,0.7954006,1.1733894,0.6208892,0.95758706,0.6412238,0.6883581,1.6711776,-1.5577675,0.3052003,1.488916,0.30005917,0.15400386
12,-0.07242429,-1.3820055,-1.3424525,-2.3054614,-0.2278072,-0.58734816,0.3768138,0.7818665,-0.48502594,-0.23168553,-0.5276759,-1.5624372,0.09964091,0.18642323,1.5189157,-0.9640651,-0.4648588,0.4085241,-0.089627,0.83212113,0.5087199,-1.6281964,0.16548547,-0.034803275,-0.22196627,0.7153979,0.9679027,0.93390995,0.13966352,-0.23061727,-0.65659213,1.9807991,-2.1056533,0.46534997,-0.5635832,-2.061205,-0.67827135,0.6440592,0.26211184,-0.11585114,0.53559554,3.1120377,-0.11656628,-0.9094157,0.10781621,0.416432,-0.68246704,1.9979503,-1.6594471,1.3903962,-0.3162038,0.80258316,-0.5377639,1.3906091,-0.62685233,0.7577847,-1.2103393,1.4230912,0.40606552,-1.5259528,-0.084429525,-2.0204666,1.1683173,0.09862424
